//ERROR: FILE TOO LARGE FOR MACHINE TRANSLATION

GENOTYPE        MEMBRANE IDENTIFIER              LOCAL DESIGNATION          LOCAL ID  LOCAL HSU LOCATION  LOCAL STATUS
NXEKMVXZT1JJNM  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Ugolino Segni              GO-3021   82LS0D2             Active
QZG693WEF6ARZI  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Vincent Becker             O-9016    HZQNGED             Active
0QDNSA8RK96K6N  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Vincent Lucas              O-1045    RPL2YVG             Active
FS6C4YOR6U72ZR  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Virginie Maillet           O-2775    QKT82UU             Inactive
3AS06SH962RMHW  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Virginie Thibault          O-7376    QXM2MET             Deceased
KZTPFPEUA4S6SW  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Walt Bravo                 O-7540    T9B28CV             Active
CHCZXEE5L30HMX  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Wayne Joneston             O-2482    22KWO7G             Inactive
VCGKE6SHWF4JSS  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Zachary Nichols            GO-1612   3P3XDAB             Inactive
XMID5GBRDQ6LX5  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Arlen Murray               E680      Unknown             Unknown
O0DJ9GQFCFONAN  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Daren Jacobson             A795      Unknown             Deceased
88YBNRFADVCGUR  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Rogelio Heath              C190      Unknown             Deceased
BTXIF8XKA6YL0H  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Joshua Frederick           E314      Unknown             Deceased
YPJW8D9T6YH06G  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Jonathon Colon             D596      Unknown             Deceased
GSFD2Z0HN6UO6Q  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Nestor Moses               A451      Unknown             Deceased
T3XKMX9X20LULD  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Harlan Perkins             B988      Unknown             Deceased
KLIFKHVTR9C3OM  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Lyndon Cox                 E345      Unknown             Unknown
UF0JB4F6XNEKUV  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Carmelo Duke               E564      Unknown             Deceased
I9PSX4VZMZ7OHI  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Terrence Bullock           A700      Unknown             Deceased
0MEZCFRO2AJO6H  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Russ Rice                  B761      Unknown             Deceased
JGR6C51C6O2PAG  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Brice Bowen                E997      Unknown             Unknown
TMJWJR17KKWEGX  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Enrique Stevenson          C689      Unknown             Deceased
U3OFRBQRDGMCP7  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Edmundo Hoover             D568      Unknown             Unknown
FN08UQQLK61G99  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Patrick Mcconnell          N391      Unknown             Unknown
ATHD5GTSJ05JJJ  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Wilmer Flowers             E514      Unknown             Unknown
SPB9DJCYVU0JZX  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Bennett Barrett            C392      Unknown             Unknown
BSCZHF1I3KJYWV  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Otha Pollard               E503      Unknown             Unknown
QZNYMBA81AD75E  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Dexter Mcgrath             C540      Unknown             Unknown
FF7UBE3C392BFT  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Andres Huff                B601      Unknown             Deceased
L6VHWZQIUE9DCM  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Titus Werner               N892      Unknown             Unknown
LI367N5S2IWVHZ  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Barney Allen               N961      Unknown             Unknown
25ER1RBJ8PNU2O  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Adolfo Ellison             C337      Unknown             Unknown
AOJZ9SETYZQ8LG  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Micah Davenport            C681      Unknown             Unknown
VE6CPVVNQMB3AH  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Billie Shannon             C997      Unknown             Unknown
S6U19JFKMJB4Q1  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Burl Wise                  E353      Unknown             Deceased
09OWYQJQD5Y01Z  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Henry Mason                C534      Unknown             Unknown
01BMHB5MGVG3BC  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Clifton Jensen             A193      Unknown             Deceased
1XLYPJ2SO76CHJ  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Brendan Trujillo           E256      Unknown             Unknown
V1ZRPQTX8VM2Z9  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Jamey Herman               N599      Unknown             Deceased
4991T2XO299KSV  M-FGP0-4BUW-R6BX-RJR8-1E56-S48D  Luciano Nolan              B224      Unknown             Unknown
NGV61DUA230I58  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Angela Haney               A753      Unknown             Unknown
NGV61DUA230I58  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Angela Klein               A518      Unknown             Unknown
NGV61DUA230I58  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Angela Klein               A271      Unknown             Unknown
NGV61DUA230I58  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Angela Klein               A179      Unknown             Deceased
NGV61DUA230I58  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Angela Klein               A468      Unknown             Unknown
NGV61DUA230I58  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Angela Klein               A483      Unknown             Unknown
NGV61DUA230I58  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Angela Klein               A268      Unknown             Unknown
NGV61DUA230I58  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Angela Klein               A867      Unknown             Deceased
NGV61DUA230I58  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Angela Tilbury             A547      Unknown             Deceased
NGV61DUA230I58  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Angela Underwood           A726      Unknown             Unknown
NGV61DUA230I58  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Angela Klein               A332      Unknown             Deceased
NGV61DUA230I58  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Angela Klein               A728      Unknown             Deceased
NGV61DUA230I58  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Angela Klein               A149      Unknown             Deceased
NGV61DUA230I58  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Angela Klein               A144      Unknown             Unknown
NGV61DUA230I58  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Angela Klein               A515      Unknown             Deceased
NGV61DUA230I58  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Angela Klein               A759      Unknown             Deceased
NGV61DUA230I58  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Angela Klein               A329      Unknown             Unknown
NGV61DUA230I58  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Angela Klein               A470      Unknown             Unknown
NGV61DUA230I58  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Angela Klein               A604      Unknown             Deceased
NGV61DUA230I58  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Angela Klein               A463      Unknown             Unknown
NGV61DUA230I58  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Angela Klein               A433      Unknown             Deceased
NGV61DUA230I58  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Angela Klein               A956      Unknown             Deceased
NGV61DUA230I58  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Angela Klein               A287      Unknown             Deceased
NGV61DUA230I58  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Angela Klein               A953      Unknown             Deceased
NGV61DUA230I58  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Angela Klein               A690      Unknown             Deceased
NGV61DUA230I58  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Angela Klein               A406      Unknown             Deceased
NGV61DUA230I58  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Angela Klein               A206      Unknown             Deceased
NGV61DUA230I58  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Angela Klein               A932      Unknown             Deceased
NGV61DUA230I58  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Angela Klein               A598      Unknown             Deceased
NGV61DUA230I58  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Angela Klein               A417      Unknown             Deceased
NGV61DUA230I58  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Angela Klein               A271      Unknown             Unknown
NGV61DUA230I58  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Angela Hall                A523      Unknown             Deceased
NGV61DUA230I58  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Angela Masters             A195      Unknown             Unknown
NGV61DUA230I58  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Angela Combs               A866      Unknown             Unknown
NGV61DUA230I58  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Angela Klein               A695      Unknown             Unknown
NGV61DUA230I58  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Angela Klein               A218      Unknown             Deceased
NGV61DUA230I58  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Angela Klein               A881      Unknown             Deceased
NGV61DUA230I58  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Angela Klein               A780      Unknown             Deceased
NGV61DUA230I58  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Angela Klein               A294      Unknown             Deceased
NGV61DUA230I58  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Angela Klein               A914      Unknown             Unknown
NGV61DUA230I58  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Angela Klein               A293      Unknown             Unknown
NGV61DUA230I58  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Angela Klein               A614      Unknown             Deceased
NGV61DUA230I58  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Angela Klein               A492      Unknown             Deceased
NGV61DUA230I58  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Angela Klein               A984      Unknown             Deceased
NGV61DUA230I58  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Angela Klein               A244      Unknown             Unknown
NGV61DUA230I58  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Angela Klein               A889      Unknown             Unknown
NGV61DUA230I58  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Angela Klein               A878      Unknown             Deceased
NGV61DUA230I58  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Angela Klein               A898      Unknown             Deceased
NGV61DUA230I58  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Angela Shaw                A542      Unknown             Unknown
NGV61DUA230I58  M-W776-G6VL-B761-D1YW-162G-IPAO  Angela Klein               A357      Unknown             Unknown
NGV61DUA230I58  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Angela McFadden            A238      Unknown             Deceased
NGV61DUA230I58  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Angela Klein               A322      Unknown             Unknown
NGV61DUA230I58  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Angela Klein               A118      Unknown             Unknown
NGV61DUA230I58  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Angela Fein                A683      Unknown             Deceased
NGV61DUA230I58  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Angela Henley              A212      Unknown             Deceased
NGV61DUA230I58  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Angela Klein               A486      Unknown             Unknown
NGV61DUA230I58  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Angela Klein               A257      Unknown             Unknown
NGV61DUA230I58  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Angela Klein               A819      Unknown             Unknown
NGV61DUA230I58  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Angela Klein               A773      Unknown             Deceased
NGV61DUA230I58  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Angela Klein               A355      Unknown             Deceased
NGV61DUA230I58  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Angela Klein               A939      Unknown             Deceased
NGV61DUA230I58  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Angela Epstein             A760      Unknown             Deceased
NGV61DUA230I58  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Angela Klein               A741      Unknown             Unknown
NGV61DUA230I58  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Angela Klein               A619      Unknown             Deceased
NGV61DUA230I58  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Angela Klein               A788      Unknown             Deceased
NGV61DUA230I58  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Angela Klein               A312      Unknown             Unknown
NGV61DUA230I58  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Angela Klein               A666      Unknown             Deceased
NGV61DUA230I58  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Angela Klein               A206      Unknown             Unknown
NGV61DUA230I58  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Angela Klein               A128      Unknown             Unknown
NGV61DUA230I58  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Angela Klein               A127      Unknown             Unknown
NGV61DUA230I58  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Angela Klein               A146      Unknown             Deceased
NGV61DUA230I58  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Angela Krause              A283      Unknown             Deceased
NGV61DUA230I58  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Angela Klein               A349      Unknown             Deceased
NGV61DUA230I58  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Angela Klein               A555      Unknown             Unknown
NGV61DUA230I58  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Angela Klein               A922      Unknown             Deceased
NGV61DUA230I58  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Angela Klein               A923      Unknown             Deceased
NGV61DUA230I58  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Angela Klein               A357      Unknown             Deceased
NGV61DUA230I58  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Angela Klein               A676      Unknown             Deceased
NGV61DUA230I58  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Angela Klein               A501      Unknown             Unknown
NGV61DUA230I58  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Angela Klein               A168      Unknown             Deceased
NGV61DUA230I58  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Angela Klein               A581      Unknown             Unknown
NGV61DUA230I58  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Angela Klein               A931      Unknown             Unknown
NGV61DUA230I58  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Angela Klein               A629      Unknown             Unknown
NGV61DUA230I58  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Angela Klein               A299      Unknown             Deceased
NGV61DUA230I58  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Angela Klein               A552      Unknown             Deceased
NGV61DUA230I58  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Angela Purvis              A454      Unknown             Deceased
NGV61DUA230I58  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Angela Harmsen             A652      Unknown             Deceased
NGV61DUA230I58  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Angela Zink                A399      Unknown             Deceased
NGV61DUA230I58  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Angela Klein               A808      Unknown             Deceased
NGV61DUA230I58  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Angela Klein               A652      Unknown             Unknown
NGV61DUA230I58  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Angela Klein               A332      Unknown             Deceased
NGV61DUA230I58  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Angela Klein               A568      Unknown             Unknown
NGV61DUA230I58  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Angela Klein               A445      Unknown             Unknown
NGV61DUA230I58  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Angela Klein               A427      Unknown             Unknown
NGV61DUA230I58  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Angela Klein               A326      Unknown             Deceased
NGV61DUA230I58  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Angela Klein               A540      Unknown             Deceased
NGV61DUA230I58  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Angela Klein               A236      Unknown             Unknown
NGV61DUA230I58  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Angela Velasquez           A121      Unknown             Deceased
NGV61DUA230I58  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Angela Merick              A111      Unknown             Deceased
NGV61DUA230I58  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Angela Klein               A318      Unknown             Deceased
NGV61DUA230I58  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Angela Cimino              A171      Unknown             Unknown
NGV61DUA230I58  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Angela Klein               A241      Unknown             Deceased
NGV61DUA230I58  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Angela Klein               A930      Unknown             Unknown
NGV61DUA230I58  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Angela Klein               A611      Unknown             Unknown
NGV61DUA230I58  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Angela Klein               A319      Unknown             Deceased
NGV61DUA230I58  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Angela Keehan              A657      Unknown             Unknown
NGV61DUA230I58  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Angela Klein               A960      Unknown             Deceased
NGV61DUA230I58  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Angela Klein               A399      Unknown             Unknown
NGV61DUA230I58  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Angela Klein               A906      Unknown             Deceased
NGV61DUA230I58  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Angela Klein               A190      Unknown             Deceased
NGV61DUA230I58  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Angela Klein               A515      Unknown             Unknown
NGV61DUA230I58  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Angela Klein               A901      Unknown             Deceased
NGV61DUA230I58  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Angela Klein               A721      Unknown             Unknown
NGV61DUA230I58  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Angela Klein               A271      Unknown             Unknown
NGV61DUA230I58  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Angela Klein               A463      Unknown             Deceased
NGV61DUA230I58  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Angela Klein               A480      Unknown             Deceased
NGV61DUA230I58  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Angela Hart                A182      Unknown             Unknown
NGV61DUA230I58  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Angela Klein               A591      Unknown             Deceased
NGV61DUA230I58  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Angela Klein               A576      Unknown             Unknown
NGV61DUA230I58  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Angela Klein               A460      Unknown             Unknown
NGV61DUA230I58  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Angela Klein               A804      Unknown             Unknown
NGV61DUA230I58  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Angela Klein               A430      Unknown             Deceased
NGV61DUA230I58  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Angela Klein               A152      Unknown             Deceased
NGV61DUA230I58  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Angela Klein               A276      Unknown             Deceased
NGV61DUA230I58  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Angela Klein               A250      Unknown             Deceased
NGV61DUA230I58  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Angela Klein               A790      Unknown             Deceased
NGV61DUA230I58  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Angela Klein               A992      Unknown             Unknown
NGV61DUA230I58  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Angela Young               A192      Unknown             Deceased
ZG65V5XGDNXWC3  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  James Durant               B410      Unknown             Unknown
ZG65V5XGDNXWC3  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  James Durant               B662      Unknown             Deceased
ZG65V5XGDNXWC3  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  James Durant               B416      Unknown             Deceased
ZG65V5XGDNXWC3  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  James Durant               B902      Unknown             Unknown
ZG65V5XGDNXWC3  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  James Durant               B406      Unknown             Deceased
ZG65V5XGDNXWC3  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  James Durant               B701      Unknown             Deceased
ZG65V5XGDNXWC3  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  James Allen                B898      Unknown             Deceased
ZG65V5XGDNXWC3  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  James Durant               B830      Unknown             Deceased
ZG65V5XGDNXWC3  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  James Durant               B306      Unknown             Deceased
ZG65V5XGDNXWC3  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  James Krause               B449      Unknown             Deceased
ZG65V5XGDNXWC3  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  James Durant               B546      Unknown             Deceased
ZG65V5XGDNXWC3  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  James Durant               B753      Unknown             Deceased
ZG65V5XGDNXWC3  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  James Schmidt              B280      Unknown             Deceased
ZG65V5XGDNXWC3  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  James Durant               B735      Unknown             Unknown
ZG65V5XGDNXWC3  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  James Durant               B415      Unknown             Unknown
ZG65V5XGDNXWC3  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  James Durant               B686      Unknown             Deceased
ZG65V5XGDNXWC3  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  James Black                B667      Unknown             Deceased
ZG65V5XGDNXWC3  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  James Durant               B276      Unknown             Unknown
ZG65V5XGDNXWC3  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  James Durant               B122      Unknown             Deceased
ZG65V5XGDNXWC3  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  James Durant               B203      Unknown             Unknown
ZG65V5XGDNXWC3  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  James Nugent               B509      Unknown             Unknown
ZG65V5XGDNXWC3  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  James Durant               B828      Unknown             Unknown
ZG65V5XGDNXWC3  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  James Nugent               B411      Unknown             Unknown
ZG65V5XGDNXWC3  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  James Durant               B881      Unknown             Deceased
ZG65V5XGDNXWC3  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  James Durant               B539      Unknown             Unknown
ZG65V5XGDNXWC3  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  James Inglis               B306      Unknown             Unknown
